loan_amnt,term,int_rate,grade,annual_inc,loan_status,purpose,dti,pub_rec,revol_util,annual_inc_range,loan_amnt_range,int_rate_range,revol_util_range,dti_range
8000, 36 months,7.51,A,42000,1,debt_consolidation,7.71,0,59.2,25k-50k,5k-10k,7.5-10,40-60,5-10%
12400, 60 months,21.28,F,50000,0,other,15.77,0,78.8,25k-50k,10k-15k,15+,60-80,15-20%
15000, 36 months,17.58,D,89000,0,debt_consolidation,4.38,0,83.7,75k-100k,10k-15k,15+,80+,0-5%
7200, 36 months,8.9,A,60000,0,credit_card,10.62,0,85.5,50k-75k,5k-10k,7.5-10,80+,10-15%
8000, 36 months,7.9,A,72000,0,major_purchase,9.32,0,54.2,50k-75k,5k-10k,7.5-10,40-60,5-10%
10000, 36 months,9.91,B,30000,0,wedding,22.88,0,44.9,25k-50k,5k-10k,7.5-10,40-60,20-25%
21200, 36 months,12.42,B,60000,1,small_business,21.18,0,64.6,50k-75k,20k-25k,10-12.5,60-80,20-25%
9300, 60 months,14.27,C,75000,0,other,3.62,0,45.7,50k-75k,5k-10k,12.5-15,40-60,0-5%
21500, 60 months,19.03,E,43000,1,debt_consolidation,18.28,0,51.1,25k-50k,20k-25k,15+,40-60,15-20%
15000, 60 months,14.65,C,55000,0,credit_card,17.21,0,88,50k-75k,10k-15k,12.5-15,80+,15-20%
30000, 60 months,20.89,F,68000,0,debt_consolidation,16.91,0,71.5,50k-75k,25k+,15+,60-80,15-20%
19125, 60 months,15.27,C,54000,0,debt_consolidation,23.18,0,56.2,50k-75k,15k-20k,15+,40-60,20-25%
17000, 36 months,14.65,C,60000,0,debt_consolidation,20.9,0,50.6,50k-75k,15k-20k,12.5-15,40-60,20-25%
20000, 60 months,12.42,B,80000,0,debt_consolidation,15.48,0,63.1,75k-100k,15k-20k,10-12.5,60-80,15-20%
5000, 36 months,7.51,A,58000,0,moving,3.7,0,71.8,50k-75k,0-5k,7.5-10,60-80,0-5%
5000, 36 months,14.27,C,35000,0,debt_consolidation,7.95,0,85.1,25k-50k,0-5k,12.5-15,80+,5-10%
3800, 36 months,18.25,D,40000,0,credit_card,19.11,0,86.1,25k-50k,0-5k,15+,80+,15-20%
5000, 36 months,6.62,A,37513,1,debt_consolidation,10.84,0,54.1,25k-50k,0-5k,0-7.5,40-60,10-15%
29000, 60 months,17.58,D,58000,0,debt_consolidation,8.88,0,76.3,50k-75k,25k+,15+,60-80,5-10%
12000, 36 months,10.65,B,75000,0,credit_card,17.47,0,89.3,50k-75k,10k-15k,10-12.5,80+,15-20%
23000, 36 months,13.49,C,80000,0,debt_consolidation,22.63,0,66.6,75k-100k,20k-25k,12.5-15,60-80,20-25%
14000, 36 months,12.69,B,62000,0,debt_consolidation,14.73,0,67,50k-75k,10k-15k,12.5-15,60-80,10-15%
5000, 36 months,11.71,B,26000,0,debt_consolidation,13.48,0,60.7,25k-50k,0-5k,10-12.5,60-80,10-15%
2500, 36 months,13.49,C,54000,0,credit_card,23.67,0,92.3,50k-75k,0-5k,12.5-15,80+,20-25%
12000, 36 months,11.71,B,46000,0,debt_consolidation,21.42,0,70,25k-50k,10k-15k,10-12.5,60-80,20-25%
19800, 60 months,11.71,B,96000,0,major_purchase,3.65,0,57.1,75k-100k,15k-20k,10-12.5,40-60,0-5%
22000, 60 months,18.25,D,75000,0,debt_consolidation,18.9,0,60.6,50k-75k,20k-25k,15+,60-80,15-20%
15000, 36 months,13.49,C,45000,0,debt_consolidation,16.4,0,75.3,25k-50k,10k-15k,12.5-15,60-80,15-20%
7200, 36 months,13.49,C,114000,1,debt_consolidation,12.12,0,92.4,100k+,5k-10k,12.5-15,80+,10-15%
10000, 36 months,16.77,D,100000,0,debt_consolidation,4.24,0,87.9,75k-100k,5k-10k,15+,80+,0-5%
8000, 36 months,16.29,D,108000,0,debt_consolidation,3.84,0,48.7,100k+,5k-10k,15+,40-60,0-5%
4800, 36 months,8.9,A,46000,0,credit_card,18.29,0,40.1,25k-50k,0-5k,7.5-10,40-60,15-20%
5000, 36 months,6.62,A,62000,0,debt_consolidation,19.08,0,15.8,50k-75k,0-5k,0-7.5,0-20,15-20%
10000, 36 months,12.69,B,52000,0,debt_consolidation,7.04,0,66.5,50k-75k,5k-10k,12.5-15,60-80,5-10%
15000, 36 months,13.49,C,60000,0,wedding,18.18,0,72.7,50k-75k,10k-15k,12.5-15,60-80,15-20%
25000, 60 months,11.71,B,60000,0,debt_consolidation,6.76,0,25.2,50k-75k,20k-25k,10-12.5,20-40,5-10%
25000, 60 months,10.65,B,86923,0,debt_consolidation,7.88,0,33.6,75k-100k,20k-25k,10-12.5,20-40,5-10%
12000, 36 months,10.65,B,60000,0,credit_card,15.56,0,51.7,50k-75k,10k-15k,10-12.5,40-60,15-20%
10000, 36 months,15.96,C,91000,0,credit_card,10.25,0,69.9,75k-100k,5k-10k,15+,60-80,10-15%
20000, 36 months,12.42,B,63000,0,debt_consolidation,19.09,0,70.3,50k-75k,15k-20k,10-12.5,60-80,15-20%
20000, 36 months,14.27,C,82000,0,debt_consolidation,9.79,0,80.1,75k-100k,15k-20k,12.5-15,80+,5-10%
21000, 60 months,20.89,F,71040,1,debt_consolidation,6.52,0,94.6,50k-75k,20k-25k,15+,80+,5-10%
15500, 36 months,14.65,C,63000,0,credit_card,17.56,0,60.9,50k-75k,15k-20k,12.5-15,60-80,15-20%
5575, 36 months,6.62,A,28800,0,debt_consolidation,21.17,0,73.2,25k-50k,5k-10k,0-7.5,60-80,20-25%
30000, 60 months,12.42,B,68000,0,debt_consolidation,25.27,0,49.7,50k-75k,25k+,10-12.5,40-60,25%+
10000, 36 months,14.27,C,60000,1,debt_consolidation,23.1,0,72.7,50k-75k,5k-10k,12.5-15,60-80,20-25%
20000, 60 months,14.65,C,40000,0,debt_consolidation,23.94,0,68.4,25k-50k,15k-20k,12.5-15,60-80,20-25%
10000, 36 months,12.42,B,42000,0,debt_consolidation,23.71,0,89.4,25k-50k,5k-10k,10-12.5,80+,20-25%
12000, 60 months,12.69,B,42000,0,debt_consolidation,24.57,0,78.7,25k-50k,10k-15k,12.5-15,60-80,20-25%
1450, 36 months,14.27,C,55560,0,debt_consolidation,6.95,1,87.4,50k-75k,0-5k,12.5-15,80+,5-10%
30000, 60 months,21.28,F,75000,0,debt_consolidation,11.44,0,66.9,50k-75k,25k+,15+,60-80,10-15%
24000, 60 months,11.71,B,95000,0,small_business,16,0,0,75k-100k,20k-25k,10-12.5,,15-20%
2000, 36 months,14.27,C,27600,0,debt_consolidation,6.74,0,97.1,25k-50k,0-5k,12.5-15,80+,5-10%
7000, 36 months,8.9,A,70000,0,small_business,4.1,0,50.6,50k-75k,5k-10k,7.5-10,40-60,0-5%
10000, 36 months,11.71,B,92000,0,debt_consolidation,8.27,0,40.9,75k-100k,5k-10k,10-12.5,40-60,5-10%
7750, 36 months,14.27,C,26400,1,debt_consolidation,17.34,0,52.2,25k-50k,5k-10k,12.5-15,40-60,15-20%
20000, 60 months,15.27,C,90000,0,debt_consolidation,12.33,0,75.9,75k-100k,15k-20k,15+,60-80,10-15%
12000, 36 months,8.9,A,30000,0,credit_card,24.44,0,69.4,25k-50k,10k-15k,7.5-10,60-80,20-25%
10150, 36 months,7.51,A,102000,0,credit_card,8.35,0,3.6,100k+,10k-15k,7.5-10,0-20,5-10%
3800, 36 months,13.49,C,47000,0,debt_consolidation,6.23,0,44.2,25k-50k,0-5k,12.5-15,40-60,5-10%
10000, 36 months,6.03,A,55000,0,major_purchase,19.4,0,5,50k-75k,5k-10k,0-7.5,0-20,15-20%
7000, 36 months,11.71,B,57000,0,debt_consolidation,4.88,0,73.4,50k-75k,5k-10k,10-12.5,60-80,0-5%
22000, 60 months,11.71,B,50000,0,debt_consolidation,17.21,0,43.9,25k-50k,20k-25k,10-12.5,40-60,15-20%
18825, 60 months,22.06,F,50000,1,debt_consolidation,22.42,0,92.6,25k-50k,15k-20k,15+,80+,20-25%
10000, 36 months,7.51,A,80000,1,debt_consolidation,19.56,0,72.2,75k-100k,5k-10k,7.5-10,60-80,15-20%
20000, 60 months,17.27,D,65000,0,debt_consolidation,8.7,0,90.5,50k-75k,15k-20k,15+,80+,5-10%
8000, 36 months,14.65,C,87000,0,debt_consolidation,3.94,0,67.3,75k-100k,5k-10k,12.5-15,60-80,0-5%
12000, 36 months,12.42,B,88000,0,debt_consolidation,13.57,0,59.2,75k-100k,10k-15k,10-12.5,40-60,10-15%
20450, 60 months,18.64,E,52008,1,debt_consolidation,23.14,0,78.5,50k-75k,20k-25k,15+,60-80,20-25%
12000, 36 months,14.27,C,40000,1,credit_card,19.77,0,43.9,25k-50k,10k-15k,12.5-15,40-60,15-20%
24000, 60 months,12.69,B,103000,0,debt_consolidation,5.2,0,65.9,100k+,20k-25k,12.5-15,60-80,5-10%
7000, 36 months,10.65,B,36475,1,debt_consolidation,21.06,0,62.4,25k-50k,5k-10k,10-12.5,60-80,20-25%
17500, 36 months,10.65,B,78413,0,credit_card,18.93,0,88.5,75k-100k,15k-20k,10-12.5,80+,15-20%
6400, 36 months,7.51,A,44000,0,credit_card,24.33,0,59.9,25k-50k,5k-10k,7.5-10,40-60,20-25%
13000, 36 months,7.9,A,33000,0,debt_consolidation,10.87,0,46.3,25k-50k,10k-15k,7.5-10,40-60,10-15%
18000, 60 months,15.96,C,63000,0,debt_consolidation,13.89,0,57.4,50k-75k,15k-20k,15+,40-60,10-15%
8000, 36 months,6.62,A,65000,0,small_business,11.8,0,21.6,50k-75k,5k-10k,0-7.5,20-40,10-15%
7800, 36 months,10.65,B,48000,0,debt_consolidation,7.15,0,74.7,25k-50k,5k-10k,10-12.5,60-80,5-10%
15000, 36 months,14.27,C,53000,0,debt_consolidation,22.03,0,44.8,50k-75k,10k-15k,12.5-15,40-60,20-25%
15000, 36 months,12.42,B,95000,0,debt_consolidation,15.74,0,56.2,75k-100k,10k-15k,10-12.5,40-60,15-20%
24000, 60 months,18.25,D,86779,1,wedding,18.35,0,78.5,75k-100k,20k-25k,15+,60-80,15-20%
23500, 60 months,12.69,B,48000,0,debt_consolidation,16.05,0,72.8,25k-50k,20k-25k,12.5-15,60-80,15-20%
2100, 36 months,17.27,D,44400,0,other,6.49,0,85,25k-50k,0-5k,15+,80+,5-10%
16600, 60 months,15.96,C,40000,0,debt_consolidation,13.17,0,65.1,25k-50k,15k-20k,15+,60-80,10-15%
18000, 60 months,15.96,C,102000,0,debt_consolidation,14.64,0,69.6,100k+,15k-20k,15+,60-80,10-15%
16000, 36 months,14.27,C,60000,0,credit_card,18.62,0,60.1,50k-75k,15k-20k,12.5-15,60-80,15-20%
12000, 36 months,12.42,B,37500,0,credit_card,13.25,0,93.1,25k-50k,10k-15k,10-12.5,80+,10-15%
18000, 60 months,19.03,E,75000,1,debt_consolidation,17.57,0,97.3,50k-75k,15k-20k,15+,80+,15-20%
10800, 36 months,13.49,C,50000,0,credit_card,23.71,0,94.8,25k-50k,10k-15k,12.5-15,80+,20-25%
15000, 36 months,12.42,B,47840,0,debt_consolidation,17.21,0,78,25k-50k,10k-15k,10-12.5,60-80,15-20%
7100, 36 months,15.27,C,40000,0,home_improvement,16.08,0,62.4,25k-50k,5k-10k,15+,60-80,15-20%
10000, 36 months,9.91,B,80000,0,debt_consolidation,20.05,0,72.6,75k-100k,5k-10k,7.5-10,60-80,20-25%
6000, 36 months,12.69,B,51000,0,debt_consolidation,19.91,0,74.4,50k-75k,5k-10k,12.5-15,60-80,15-20%
10400, 36 months,16.29,D,65000,0,debt_consolidation,24.57,0,90.9,50k-75k,10k-15k,15+,80+,20-25%
2000, 36 months,12.42,B,25056,0,other,20.79,0,43.3,25k-50k,0-5k,10-12.5,40-60,20-25%
8000, 36 months,16.29,D,75000,0,debt_consolidation,17.52,0,65.1,50k-75k,5k-10k,15+,60-80,15-20%
10000, 36 months,14.27,C,40000,0,debt_consolidation,11.67,0,76.7,25k-50k,5k-10k,12.5-15,60-80,10-15%
12000, 36 months,11.71,B,83000,0,credit_card,17.99,0,70.2,75k-100k,10k-15k,10-12.5,60-80,15-20%
4500, 36 months,6.62,A,42000,0,wedding,25.17,0,39.7,25k-50k,0-5k,0-7.5,20-40,25%+
12000, 60 months,19.03,E,80000,0,credit_card,17.16,0,65.8,75k-100k,10k-15k,15+,60-80,15-20%
20000, 36 months,7.9,A,120000,0,medical,5.22,0,0.6,100k+,15k-20k,7.5-10,0-20,5-10%
10000, 36 months,10.65,B,45000,0,debt_consolidation,19.28,0,69.2,25k-50k,5k-10k,10-12.5,60-80,15-20%
20000, 60 months,19.42,E,48000,0,debt_consolidation,16.2,1,96.5,25k-50k,15k-20k,15+,80+,15-20%
4000, 36 months,10.65,B,90000,0,debt_consolidation,9.57,0,81.4,75k-100k,0-5k,10-12.5,80+,5-10%
12000, 36 months,6.03,A,75000,0,debt_consolidation,11.68,0,22.2,50k-75k,10k-15k,0-7.5,20-40,10-15%
12000, 36 months,16.77,D,98000,0,debt_consolidation,6.22,0,89,75k-100k,10k-15k,15+,80+,5-10%
8000, 36 months,7.9,A,72000,0,debt_consolidation,6.4,0,45.1,50k-75k,5k-10k,7.5-10,40-60,5-10%
20000, 36 months,11.71,B,120000,0,debt_consolidation,17.33,0,79.2,100k+,15k-20k,10-12.5,60-80,15-20%
20000, 36 months,12.42,B,77000,0,debt_consolidation,20.06,0,62.5,75k-100k,15k-20k,10-12.5,60-80,20-25%
3500, 36 months,7.9,A,60000,0,home_improvement,8.1,0,3.4,50k-75k,0-5k,7.5-10,0-20,5-10%
5000, 36 months,13.49,C,36000,1,wedding,14.33,0,72.5,25k-50k,0-5k,12.5-15,60-80,10-15%
1300, 36 months,14.27,C,60000,1,moving,7.8,0,97.8,50k-75k,0-5k,12.5-15,80+,5-10%
7500, 36 months,15.27,C,45000,0,credit_card,6.51,0,64.3,25k-50k,5k-10k,15+,60-80,5-10%
7800, 36 months,8.9,A,117000,0,medical,17.39,0,69.1,100k+,5k-10k,7.5-10,60-80,15-20%
6925, 36 months,11.71,B,25000,0,debt_consolidation,21.74,0,87.8,0-25k,5k-10k,10-12.5,80+,20-25%
12800, 36 months,13.49,C,80000,0,credit_card,18.43,0,69.5,75k-100k,10k-15k,12.5-15,60-80,15-20%
15000, 36 months,15.27,C,48000,1,debt_consolidation,18.63,0,88.6,25k-50k,10k-15k,15+,80+,15-20%
8000, 36 months,12.69,B,40800,0,debt_consolidation,7.44,0,42.5,25k-50k,5k-10k,12.5-15,40-60,5-10%
5375, 36 months,12.69,B,18000,0,credit_card,17,0,60.3,0-25k,5k-10k,12.5-15,60-80,15-20%
2500, 36 months,12.69,B,42500,0,credit_card,13.5,0,84.8,25k-50k,0-5k,12.5-15,80+,10-15%
17625, 36 months,8.9,A,45000,0,debt_consolidation,24.67,0,44.5,25k-50k,15k-20k,7.5-10,40-60,20-25%
6000, 36 months,15.27,C,66000,1,other,23.38,0,11.6,50k-75k,5k-10k,15+,0-20,20-25%
7100, 36 months,12.42,B,24000,0,debt_consolidation,17.65,0,79.2,0-25k,5k-10k,10-12.5,60-80,15-20%
2800, 36 months,10.65,B,90000,0,medical,18.83,0,52.5,75k-100k,0-5k,10-12.5,40-60,15-20%
12000, 36 months,7.51,A,32000,0,credit_card,19.05,0,51.7,25k-50k,10k-15k,7.5-10,40-60,15-20%
6625, 36 months,12.69,B,24947.3,1,credit_card,21.55,0,77.4,0-25k,5k-10k,12.5-15,60-80,20-25%
14675, 36 months,12.69,B,40000,0,debt_consolidation,16.95,0,52.8,25k-50k,10k-15k,12.5-15,40-60,15-20%
15000, 36 months,11.71,B,74000,0,debt_consolidation,15.97,0,56.6,50k-75k,10k-15k,10-12.5,40-60,15-20%
12000, 36 months,7.9,A,70000,0,debt_consolidation,11.09,0,10.2,50k-75k,10k-15k,7.5-10,0-20,10-15%
13000, 36 months,8.9,A,44100,0,credit_card,25.12,0,66.5,25k-50k,10k-15k,7.5-10,60-80,25%+
12000, 36 months,10.65,B,55000,0,credit_card,16.87,0,70.6,50k-75k,10k-15k,10-12.5,60-80,15-20%
10000, 36 months,16.29,D,35000,0,credit_card,5.76,0,84.8,25k-50k,5k-10k,15+,80+,5-10%
11550, 36 months,16.77,D,83954,0,credit_card,10.65,0,79.2,75k-100k,10k-15k,15+,60-80,10-15%
6000, 36 months,8.9,A,100000,0,home_improvement,8.32,0,53.8,75k-100k,5k-10k,7.5-10,40-60,5-10%
12000, 60 months,14.65,C,35000,0,debt_consolidation,22.18,0,69.3,25k-50k,10k-15k,12.5-15,60-80,20-25%
28000, 36 months,7.9,A,82000,0,debt_consolidation,4.77,0,69,75k-100k,25k+,7.5-10,60-80,0-5%
17400, 60 months,14.65,C,43000,1,debt_consolidation,11.25,0,69.7,25k-50k,15k-20k,12.5-15,60-80,10-15%
13000, 36 months,6.03,A,73000,0,credit_card,5.34,0,55.8,50k-75k,10k-15k,0-7.5,40-60,5-10%
17000, 36 months,13.49,C,37000,0,debt_consolidation,15.73,0,91.4,25k-50k,15k-20k,12.5-15,80+,15-20%
6000, 36 months,14.65,C,30000,0,debt_consolidation,15.68,0,22.3,25k-50k,5k-10k,12.5-15,20-40,15-20%
20000, 36 months,10.65,B,65000,0,credit_card,6.72,0,67,50k-75k,15k-20k,10-12.5,60-80,5-10%
1100, 36 months,14.65,C,36000,1,vacation,12.2,0,87.2,25k-50k,0-5k,12.5-15,80+,10-15%
10000, 36 months,7.9,A,75000,0,wedding,7.5,0,31.4,50k-75k,5k-10k,7.5-10,20-40,5-10%
7000, 36 months,9.91,B,54008,0,debt_consolidation,8.64,0,58.8,50k-75k,5k-10k,7.5-10,40-60,5-10%
14000, 36 months,10.65,B,85000,0,debt_consolidation,17.39,0,82,75k-100k,10k-15k,10-12.5,80+,15-20%
5000, 36 months,6.62,A,54000,0,debt_consolidation,13.91,0,5.4,50k-75k,0-5k,0-7.5,0-20,10-15%
19750, 60 months,16.77,D,66500,0,debt_consolidation,14.29,0,69.3,50k-75k,15k-20k,15+,60-80,10-15%
21000, 36 months,10.65,B,53004,0,other,2.06,0,25.3,50k-75k,20k-25k,10-12.5,20-40,0-5%
15000, 60 months,18.64,E,50000,1,credit_card,13.34,0,65.2,25k-50k,10k-15k,15+,60-80,10-15%
12000, 36 months,6.62,A,71151,0,credit_card,18.57,0,80.6,50k-75k,10k-15k,0-7.5,80+,15-20%
9000, 36 months,7.51,A,125000,0,debt_consolidation,9.16,0,51.6,100k+,5k-10k,7.5-10,40-60,5-10%
7000, 36 months,8.9,A,35000,0,debt_consolidation,12.45,1,35.9,25k-50k,5k-10k,7.5-10,20-40,10-15%
8000, 36 months,16.29,D,63000,0,credit_card,14.57,0,81.5,50k-75k,5k-10k,15+,80+,10-15%
26000, 60 months,19.03,E,72000,1,debt_consolidation,22.22,0,81.4,50k-75k,25k+,15+,80+,20-25%
28000, 60 months,10.65,B,64936,0,debt_consolidation,8.91,0,62.1,50k-75k,25k+,10-12.5,60-80,5-10%
5500, 60 months,19.42,E,25000,1,other,10.56,0,56.7,0-25k,5k-10k,15+,40-60,10-15%
14400, 60 months,14.65,C,105000,0,debt_consolidation,10.75,0,25.1,100k+,10k-15k,12.5-15,20-40,10-15%
10000, 36 months,10.65,B,44000,0,other,18.22,0,93.8,25k-50k,5k-10k,10-12.5,80+,15-20%
28000, 36 months,16.77,D,76000,1,credit_card,13.78,0,96.2,75k-100k,25k+,15+,80+,10-15%
5000, 36 months,16.29,D,24000,0,major_purchase,4.65,0,64.1,0-25k,0-5k,15+,60-80,0-5%
20000, 36 months,11.71,B,57000,0,debt_consolidation,22.74,0,67.1,50k-75k,15k-20k,10-12.5,60-80,20-25%
7000, 36 months,16.77,D,45000,0,credit_card,22.21,0,51.2,25k-50k,5k-10k,15+,40-60,20-25%
10000, 36 months,13.49,C,72000,0,debt_consolidation,8.68,0,47.3,50k-75k,5k-10k,12.5-15,40-60,5-10%
10000, 36 months,16.77,D,44000,0,credit_card,12.9,0,71.3,25k-50k,5k-10k,15+,60-80,10-15%
10000, 36 months,11.71,B,60000,1,credit_card,19.92,0,82.7,50k-75k,5k-10k,10-12.5,80+,15-20%
20000, 36 months,10.65,B,65000,0,debt_consolidation,14.36,0,79.7,50k-75k,15k-20k,10-12.5,60-80,10-15%
6000, 36 months,12.69,B,65000,0,debt_consolidation,5.41,0,66.7,50k-75k,5k-10k,12.5-15,60-80,5-10%
16000, 36 months,17.27,D,65000,0,debt_consolidation,19.81,0,26.6,50k-75k,15k-20k,15+,20-40,15-20%
3400, 36 months,9.91,B,125000,0,debt_consolidation,16.95,0,90.2,100k+,0-5k,7.5-10,80+,15-20%
6000, 36 months,13.49,C,22500,0,debt_consolidation,8.32,0,81.6,0-25k,5k-10k,12.5-15,80+,5-10%
7000, 36 months,7.9,A,47000,1,credit_card,14.37,0,82.4,25k-50k,5k-10k,7.5-10,80+,10-15%
7875, 60 months,19.42,E,25000,0,debt_consolidation,19.82,0,50.7,0-25k,5k-10k,15+,40-60,15-20%
17000, 36 months,6.62,A,78301,0,debt_consolidation,13.85,0,4.8,75k-100k,15k-20k,0-7.5,0-20,10-15%
9500, 36 months,6.62,A,43000,0,debt_consolidation,19.28,0,69.9,25k-50k,5k-10k,0-7.5,60-80,15-20%
16000, 60 months,14.27,C,72000,0,debt_consolidation,11.88,0,30.1,50k-75k,15k-20k,12.5-15,20-40,10-15%
1200, 36 months,18.25,D,20400,1,other,24.12,0,0.12,0-25k,0-5k,15+,0-20,20-25%
20000, 60 months,17.58,D,86124,1,debt_consolidation,17.6,0,82.6,75k-100k,15k-20k,15+,80+,15-20%
5000, 36 months,14.27,C,24000,1,other,1.75,0,17.9,0-25k,0-5k,12.5-15,0-20,0-5%
5400, 36 months,16.29,D,32000,1,medical,20.03,0,89.6,25k-50k,5k-10k,15+,80+,20-25%
12000, 60 months,19.91,E,36500,1,debt_consolidation,22.22,0,71.9,25k-50k,10k-15k,15+,60-80,20-25%
12775, 36 months,9.91,B,38000,0,credit_card,20.94,0,84.6,25k-50k,10k-15k,7.5-10,80+,20-25%
5000, 36 months,17.58,D,21600,0,other,5.33,0,70,0-25k,0-5k,15+,60-80,5-10%
15000, 60 months,19.91,E,41500,0,debt_consolidation,17.93,0,32.1,25k-50k,10k-15k,15+,20-40,15-20%
15600, 36 months,13.49,C,75000,0,credit_card,18.53,0,87.5,50k-75k,15k-20k,12.5-15,80+,15-20%
5050, 60 months,21.67,F,67517.64,1,other,10.45,0,18.2,50k-75k,5k-10k,15+,0-20,10-15%
12000, 60 months,18.25,D,34500,0,debt_consolidation,22.61,0,96.8,25k-50k,10k-15k,15+,80+,20-25%
24000, 60 months,18.64,E,120000,0,home_improvement,15.33,0,45.8,100k+,20k-25k,15+,40-60,15-20%
25000, 60 months,12.42,B,54600,0,wedding,12.09,0,19,50k-75k,20k-25k,10-12.5,0-20,10-15%
12000, 36 months,16.29,D,72000,0,debt_consolidation,16.33,0,69,50k-75k,10k-15k,15+,60-80,15-20%
10000, 36 months,12.69,B,70000,0,credit_card,13.53,0,78.6,50k-75k,5k-10k,12.5-15,60-80,10-15%
2400, 36 months,9.91,B,46000,0,vacation,18.78,0,23,25k-50k,0-5k,7.5-10,20-40,15-20%
5825, 36 months,14.27,C,25000,0,credit_card,20.21,0,74.8,0-25k,5k-10k,12.5-15,60-80,20-25%
20000, 36 months,11.71,B,65000,0,debt_consolidation,21.05,0,67.5,50k-75k,15k-20k,10-12.5,60-80,20-25%
16000, 36 months,11.71,B,47000,0,credit_card,19.43,0,63,25k-50k,15k-20k,10-12.5,60-80,15-20%
1500, 36 months,9.91,B,25632,0,other,2.72,0,4.7,25k-50k,0-5k,7.5-10,0-20,0-5%
12500, 36 months,10.65,B,50000,0,small_business,12.12,0,35,25k-50k,10k-15k,10-12.5,20-40,10-15%
12000, 60 months,8.9,A,70000,1,debt_consolidation,9.65,0,0.4,50k-75k,10k-15k,7.5-10,0-20,5-10%
3500, 36 months,8.9,A,47500,0,car,19.76,0,13.2,25k-50k,0-5k,7.5-10,0-20,15-20%
4000, 36 months,16.77,D,45000,0,medical,7.12,0,0,25k-50k,0-5k,15+,,5-10%
12100, 60 months,17.27,D,50000,0,house,11.5,0,33,25k-50k,10k-15k,15+,20-40,10-15%
20000, 60 months,14.27,C,60000,1,debt_consolidation,7.42,0,66.8,50k-75k,15k-20k,12.5-15,60-80,5-10%
15000, 36 months,12.42,B,90000,0,debt_consolidation,9.69,0,23.7,75k-100k,10k-15k,10-12.5,20-40,5-10%
15600, 36 months,7.9,A,43000,0,debt_consolidation,20.01,0,63.6,25k-50k,15k-20k,7.5-10,60-80,20-25%
10000, 36 months,12.42,B,65000,0,debt_consolidation,15.07,0,63.2,50k-75k,5k-10k,10-12.5,60-80,15-20%
2400, 36 months,12.42,B,78000,0,debt_consolidation,9.82,0,97,75k-100k,0-5k,10-12.5,80+,5-10%
12000, 60 months,7.9,A,102000,0,car,8.09,0,6.2,100k+,10k-15k,7.5-10,0-20,5-10%
19000, 60 months,20.3,E,60000,1,debt_consolidation,17.24,0,79.8,50k-75k,15k-20k,15+,60-80,15-20%
8000, 60 months,14.27,C,40000,0,wedding,11.85,0,5.7,25k-50k,5k-10k,12.5-15,0-20,10-15%
10000, 36 months,15.96,C,51000,1,credit_card,9.39,0,89.8,50k-75k,5k-10k,15+,80+,5-10%
9000, 36 months,6.62,A,125000,0,home_improvement,7.26,0,3.5,100k+,5k-10k,0-7.5,0-20,5-10%
10000, 36 months,13.49,C,72000,0,credit_card,20.18,0,52.2,50k-75k,5k-10k,12.5-15,40-60,20-25%
10000, 36 months,11.71,B,21000,0,debt_consolidation,12.23,0,88.2,0-25k,5k-10k,10-12.5,80+,10-15%
12600, 60 months,20.3,E,65000,1,credit_card,20.05,0,90.5,50k-75k,10k-15k,15+,80+,20-25%
6000, 36 months,10.65,B,110000,0,home_improvement,15.82,0,40.2,100k+,5k-10k,10-12.5,40-60,15-20%
12800, 36 months,12.42,B,56000,0,debt_consolidation,24.66,0,72.8,50k-75k,10k-15k,10-12.5,60-80,20-25%
13000, 60 months,15.96,C,135800,0,credit_card,11.99,0,79,100k+,10k-15k,15+,60-80,10-15%
8000, 36 months,7.9,A,72000,0,other,11.52,0,65.2,50k-75k,5k-10k,7.5-10,60-80,10-15%
6975, 36 months,9.91,B,102000,0,credit_card,20.79,0,81.4,100k+,5k-10k,7.5-10,80+,20-25%
13000, 36 months,7.9,A,53100,0,debt_consolidation,16.41,0,51.1,50k-75k,10k-15k,7.5-10,40-60,15-20%
12000, 60 months,16.77,D,65000,0,debt_consolidation,18.2,0,53.5,50k-75k,10k-15k,15+,40-60,15-20%
5000, 36 months,6.62,A,80000,0,wedding,0.81,0,3.4,75k-100k,0-5k,0-7.5,0-20,0-5%
17000, 36 months,11.71,B,101000,0,debt_consolidation,14.66,0,59.8,100k+,15k-20k,10-12.5,40-60,10-15%
12800, 36 months,12.42,B,38000,1,credit_card,22.58,0,93.2,25k-50k,10k-15k,10-12.5,80+,20-25%
1600, 36 months,8.9,A,67171,0,other,17.67,0,30.4,50k-75k,0-5k,7.5-10,20-40,15-20%
26300, 60 months,23.13,G,65000,1,credit_card,15.06,0,90.2,50k-75k,25k+,15+,80+,15-20%
18800, 60 months,20.89,F,56791,1,debt_consolidation,14.11,0,87.4,50k-75k,15k-20k,15+,80+,10-15%
12000, 36 months,11.71,B,36000,0,credit_card,19.13,0,88.1,25k-50k,10k-15k,10-12.5,80+,15-20%
28000, 36 months,7.9,A,111000,0,debt_consolidation,16.36,0,30.1,100k+,25k+,7.5-10,20-40,15-20%
20000, 36 months,12.69,B,110000,0,other,11.14,0,71.1,100k+,15k-20k,12.5-15,60-80,10-15%
