id,loan_amnt,term,int_rate,grade,annual_inc,loan_status,purpose,dti,pub_rec,revol_util
1125,13250, 36 months,13.49,C,37500,0,credit_card,23.26,0,63.9
1126,3600, 60 months,18.25,D,32000,1,debt_consolidation,17.25,0,68.3
1127,14000, 60 months,13.49,C,27840,1,small_business,10.78,0,57.2
1128,6000, 36 months,6.62,A,24000,0,debt_consolidation,7.2,0,33
1129,9000, 36 months,7.9,A,45000,0,credit_card,12.48,0,93.1
1130,15000, 36 months,12.42,B,73600,0,debt_consolidation,11.67,1,69.4
1131,10000, 36 months,14.65,C,77000,0,credit_card,7.36,0,40.6
1132,9000, 36 months,14.27,C,40000,0,debt_consolidation,15.93,0,96.2
1133,12000, 36 months,6.03,A,75000,0,major_purchase,8.06,0,4.7
1134,14000, 36 months,10.65,B,35000,1,debt_consolidation,13.44,0,46.2
1135,20000, 36 months,17.27,D,50000,1,debt_consolidation,3.02,0,38.2
1136,16000, 36 months,14.65,C,50000,1,credit_card,19.44,0,90.9
1137,11000, 36 months,12.42,B,71200,0,credit_card,18.72,0,70.9
1138,5000, 36 months,12.42,B,47000,0,car,2.91,0,70.4
1139,20000, 60 months,13.49,C,50000,0,wedding,19.22,0,57.8
1140,14150, 36 months,12.69,B,40000,0,debt_consolidation,13.35,0,86.4
1141,4000, 36 months,12.42,B,55000,0,medical,17.69,0,80.9
1142,12000, 60 months,8.9,A,33280,0,other,9.3,0,41.6
1143,6000, 36 months,10.65,B,42000,0,other,9.43,1,86.8
1144,17000, 60 months,17.58,D,75600,1,credit_card,19.73,0,74.1
1145,15000, 36 months,7.51,A,44500,0,debt_consolidation,26.75,0,57.5
1146,4200, 60 months,11.71,B,99996,1,major_purchase,10.48,0,4.8
1147,15000, 36 months,6.03,A,47760,0,home_improvement,9.12,0,6.5
1148,18000, 36 months,12.42,B,50000,0,debt_consolidation,23.45,0,73.2
1149,19000, 60 months,17.58,D,49200,1,debt_consolidation,22.34,0,94.4
1150,16000, 36 months,7.9,A,51000,0,credit_card,20.59,0,57
1151,4000, 60 months,18.64,E,48000,1,debt_consolidation,19.15,0,63.4
1152,7000, 36 months,7.51,A,67000,0,debt_consolidation,16.33,0,57.6
1153,12000, 60 months,15.96,C,42000,0,debt_consolidation,26.11,0,97.2
1154,7000, 36 months,6.03,A,29004,0,other,8.15,0,58.9
1155,10000, 36 months,13.49,C,60000,1,credit_card,17.18,0,86.6
1156,1600, 36 months,16.29,D,30000,0,debt_consolidation,16.84,0,90
1157,12000, 60 months,11.71,B,45000,0,debt_consolidation,17.87,0,65.1
1158,7200, 36 months,11.71,B,55000,0,debt_consolidation,7.57,0,93.9
1159,12000, 36 months,14.27,C,70000,0,debt_consolidation,19.94,0,60.3
1160,5000, 36 months,7.51,A,50000,0,debt_consolidation,16.7,0,36.8
1161,8200, 36 months,6.62,A,65000,0,small_business,2.09,0,22.4
1162,6000, 36 months,12.42,B,26000,0,credit_card,26.68,0,96.6
1163,8000, 36 months,8.9,A,99000,0,home_improvement,6.41,0,55.8
1164,5000, 36 months,6.03,A,65000,0,debt_consolidation,4.21,0,4.3
1165,8000, 36 months,11.71,B,140000,0,other,9.84,0,96.2
1166,16000, 36 months,12.42,B,120000,0,debt_consolidation,10.14,0,52.6
1167,5000, 36 months,12.69,B,30000,1,debt_consolidation,23.36,0,45.1
1168,12000, 36 months,6.62,A,52000,0,home_improvement,1.43,0,11.3
1169,2800, 36 months,7.51,A,27000,1,other,13.2,0,42.6
1170,12000, 36 months,12.69,B,39996,0,other,6.81,0,35.5
1171,4000, 36 months,6.03,A,54000,1,debt_consolidation,17.53,0,8.2
1172,7000, 36 months,8.9,A,23000,0,debt_consolidation,6,0,28.7
1173,5600, 36 months,10.65,B,35000,0,credit_card,13.69,0,29.8
1174,12000, 60 months,19.91,E,95000,1,credit_card,17.72,0,97.5
1175,18975, 60 months,19.91,E,45000,0,debt_consolidation,24.53,0,97
1176,5000, 36 months,6.62,A,138000,0,debt_consolidation,1.49,0,2.6
1177,12000, 36 months,16.77,D,68500,0,debt_consolidation,19.5,0,64.3
1178,5500, 36 months,10.65,B,31000,0,home_improvement,22.3,0,40.9
1179,6500, 36 months,8.9,A,75000,0,other,23.82,0,73.1
1180,12000, 36 months,10.65,B,63000,0,debt_consolidation,23.33,0,55.7
1181,12000, 36 months,7.9,A,76000,0,small_business,1.03,0,12.1
1182,4000, 36 months,12.69,B,42000,1,debt_consolidation,23.23,0,36.9
1183,1000, 36 months,13.49,C,76000,0,major_purchase,18.52,0,97.6
1184,25000, 36 months,12.42,B,54996,0,debt_consolidation,11.78,0,65.1
1185,9000, 36 months,12.69,B,28944,0,debt_consolidation,6.92,1,19
1186,8575, 36 months,15.27,C,35000,0,debt_consolidation,24.58,1,69.2
1187,5400, 36 months,7.9,A,38000,0,medical,17.31,1,9.8
1188,10000, 36 months,17.27,D,72000,0,debt_consolidation,12.62,0,80.2
1189,6000, 36 months,13.49,C,32000,1,debt_consolidation,17.81,0,21.2
1190,10000, 36 months,14.65,C,33000,0,debt_consolidation,16.44,0,88.9
1191,2575, 36 months,15.96,C,44420,1,debt_consolidation,19.67,0,91.1
1192,10000, 36 months,9.91,B,38400,0,debt_consolidation,5.34,0,48.3
1193,12000, 60 months,18.64,E,45000,0,small_business,14.37,0,94.3
1194,12000, 36 months,13.49,C,79768,0,major_purchase,16.73,0,36.7
1195,10000, 36 months,8.9,A,80000,0,debt_consolidation,16.11,0,48.6
1196,6000, 36 months,15.96,C,39168,1,debt_consolidation,24.85,1,81.6
1197,12600, 60 months,14.27,C,86000,0,home_improvement,16.87,0,56.3
1198,14000, 60 months,17.27,D,52000,1,car,5.35,1,75
1199,5000, 36 months,12.69,B,62400,0,vacation,18.98,0,55.7
1200,10000, 36 months,9.91,B,60000,0,credit_card,14.98,0,73.5
1201,15000, 60 months,11.71,B,100000,0,credit_card,4.52,0,59
1202,6000, 36 months,15.27,C,29000,0,car,2.77,0,54.8
1203,5450, 36 months,7.9,A,83004,0,debt_consolidation,7.42,0,54.5
1204,13500, 36 months,9.91,B,57700,0,debt_consolidation,20.34,0,62.3
1205,20000, 60 months,14.27,C,45000,1,debt_consolidation,10.16,0,88.7
1206,3000, 60 months,12.42,B,46008,0,other,18.23,0,53.9
1207,5000, 36 months,9.91,B,40000,0,other,9.45,0,74
1208,7000, 36 months,6.62,A,96000,0,small_business,5.89,0,2.7
1209,3800, 36 months,6.03,A,90000,0,other,21.32,0,0
1210,28000, 36 months,8.9,A,110000,0,debt_consolidation,19.28,0,55.5
1211,15000, 60 months,15.27,C,77000,1,debt_consolidation,24.58,0,70
1212,6000, 36 months,14.27,C,82000,0,debt_consolidation,1.27,0,75.5
1213,4000, 36 months,12.42,B,31200,0,medical,19.35,0,17.1
1214,7500, 36 months,14.27,C,60000,0,debt_consolidation,16,0,65.2
1215,12000, 36 months,6.03,A,48000,0,debt_consolidation,16.63,0,21.5
1216,25000, 60 months,21.28,F,76000,1,credit_card,19.25,0,84.1
1217,7200, 36 months,11.71,B,50000,1,debt_consolidation,22.06,0,65.3
1218,7000, 36 months,16.77,D,52000,0,debt_consolidation,17.42,1,85.5
1219,14000, 36 months,10.65,B,65000,0,debt_consolidation,15.38,0,67.7
1220,8000, 36 months,7.9,A,68000,0,debt_consolidation,15.78,0,89.9
1221,3000, 36 months,8.9,A,70000,0,credit_card,12.22,0,21.2
1222,10000, 36 months,12.42,B,52000,0,debt_consolidation,9.51,0,75.9
1223,5000, 36 months,14.27,C,42000,1,debt_consolidation,19.54,0,91
1224,6000, 36 months,9.91,B,90000,0,credit_card,21.64,0,57.1
1225,5500, 36 months,7.51,A,36500,1,debt_consolidation,16.73,0,26.8
1226,6000, 36 months,6.62,A,38000,0,debt_consolidation,4.23,0,6.4
1227,10000, 36 months,12.42,B,56000,0,debt_consolidation,19.33,0,58.8
1228,5000, 36 months,9.91,B,45000,0,other,7.49,0,42.1
1229,4000, 36 months,11.71,B,32535,0,home_improvement,15.12,0,31.2
1230,8000, 36 months,7.9,A,70000,0,credit_card,8.5,0,56.7
1231,6000, 60 months,11.71,B,39996,1,debt_consolidation,21.99,0,93.5
1232,12000, 36 months,6.03,A,98000,0,debt_consolidation,4.35,0,0
1233,9500, 36 months,7.51,A,57000,0,credit_card,21.83,0,72.6
1234,15600, 60 months,14.27,C,100000,1,credit_card,11.54,0,56.4
1235,10000, 36 months,18.25,D,42910,0,other,20.64,0,45
1236,12000, 36 months,14.65,C,54000,0,credit_card,15.98,0,73.9
1237,10000, 60 months,18.25,D,40000,0,debt_consolidation,20.46,0,66.5
1238,25000, 60 months,18.64,E,80000,0,debt_consolidation,17.5,0,61.7
1239,5300, 36 months,15.27,C,28800,0,debt_consolidation,21.96,0,72.6
1240,8000, 36 months,13.49,C,70000,0,debt_consolidation,9.5,0,50.2
1241,1000, 36 months,15.27,C,27600,0,other,21.91,0,58.3
1242,3800, 36 months,6.62,A,62352,0,car,12.07,0,21.3
1243,20000, 36 months,7.9,A,60000,0,debt_consolidation,10.7,0,47.1
1244,4200, 36 months,6.62,A,60000,0,car,19.84,0,54
1245,3500, 36 months,6.03,A,70000,0,credit_card,10.66,0,32.8
1246,6000, 36 months,12.69,B,45000,1,other,19.04,0,80.8
1247,18000, 60 months,15.27,C,92000,0,debt_consolidation,28.83,0,61
1248,10000, 36 months,10.65,B,35000,0,credit_card,13.47,0,69.3
1249,6500, 36 months,8.9,A,38000,0,credit_card,26.68,0,27.7
1250,25000, 60 months,11.71,B,87500,0,moving,1.66,0,28.2
1251,15000, 60 months,13.49,C,31000,1,credit_card,18.46,0,53
1252,22000, 60 months,16.77,D,55000,0,credit_card,20.79,0,61.1
1253,9600, 36 months,17.27,D,42000,1,other,24.09,0,96.4
1254,14650, 60 months,22.35,F,65000,0,debt_consolidation,22.58,0,57.5
1255,11250, 60 months,12.69,B,43000,0,wedding,16.27,0,54.7
1256,14000, 36 months,17.58,D,100000,0,credit_card,14.75,0,64.8
1257,9000, 36 months,10.65,B,24600,0,debt_consolidation,19.76,0,65.8
1258,6500, 36 months,10.65,B,45000,0,small_business,15.41,0,66.5
1259,16500, 36 months,12.69,B,55000,0,credit_card,12.28,0,74
1260,14000, 36 months,10.65,B,89000,0,credit_card,8.58,0,70
1261,25000, 60 months,12.69,B,75000,0,other,0.32,0,3.2
1262,5600, 36 months,13.49,C,30000,0,debt_consolidation,24.04,0,68.3
1263,10000, 36 months,13.49,C,38000,0,debt_consolidation,12.95,0,63.8
1264,25000, 60 months,21.28,F,70000,0,debt_consolidation,19.11,0,68.3
1265,5000, 36 months,10.65,B,35000,0,moving,8.16,0,62.5
1266,3600, 36 months,6.62,A,60000,1,debt_consolidation,21.54,0,70.1
1267,10800, 36 months,14.27,C,52000,0,credit_card,15.58,0,80.3
1268,4800, 36 months,14.65,C,49200,0,debt_consolidation,11.59,0,45
1269,9600, 36 months,7.9,A,42000,0,other,20.91,0,36.8
1270,5200, 36 months,14.65,C,107800,0,debt_consolidation,14.54,0,73.7
1271,11000, 36 months,7.51,A,22000,0,credit_card,15.16,0,68.1
1272,11000, 36 months,6.03,A,65500,0,debt_consolidation,15.33,0,32.3
1273,20500, 60 months,10.65,B,78586,1,small_business,2.29,0,3.8
1274,15000, 60 months,18.25,D,67200,0,debt_consolidation,13.41,0,73.2
1275,8475, 36 months,12.69,B,38423.87,1,debt_consolidation,22.27,0,58.2
1276,9250, 36 months,14.65,C,40000,0,credit_card,24.96,0,77.5
1277,6000, 36 months,8.9,A,36000,0,credit_card,13.9,0,71.3
1278,9400, 60 months,15.27,C,29280,0,other,0.74,0,1.9
1279,5000, 36 months,6.62,A,64000,0,debt_consolidation,1.54,0,11.9
1280,3500, 36 months,7.9,A,63945,0,debt_consolidation,13.76,0,64
1281,7500, 36 months,6.62,A,27600,0,debt_consolidation,24.04,0,29.5
1282,3625, 36 months,16.29,D,19800,0,other,20.85,0,30.1
1283,4000, 36 months,7.51,A,47000,1,debt_consolidation,15.63,0,4.4
1284,18825, 60 months,13.49,C,50000,0,debt_consolidation,25.03,0,63
1285,5500, 36 months,7.9,A,17500,0,home_improvement,17.62,0,31.4
1286,26000, 60 months,12.69,B,49000,1,debt_consolidation,21.92,0,59.7
1287,12000, 36 months,11.71,B,41000,0,credit_card,11,0,57.9
1288,4250, 60 months,13.49,C,30000,0,credit_card,18.12,0,85.5
1289,6000, 36 months,12.69,B,50000,0,credit_card,15.31,0,85.7
1290,18000, 36 months,10.65,B,63000,0,debt_consolidation,6.55,0,50.5
1291,3250, 36 months,16.29,D,14400,0,moving,15.17,0,61.6
1292,8000, 60 months,14.27,C,62400,0,car,16.56,0,60.4
1293,12650, 60 months,17.27,D,61500,0,credit_card,12.86,0,83
1294,8875, 36 months,10.65,B,33000,0,major_purchase,23.75,0,71
1295,27600, 60 months,10.65,B,78000,0,debt_consolidation,25.06,0,51.5
1296,12000, 36 months,9.91,B,42000,0,debt_consolidation,10.57,0,17.5
1297,6000, 36 months,6.03,A,50364,0,other,15.06,0,38.4
1298,7500, 36 months,7.51,A,57200,0,home_improvement,8.18,0,33.6
1299,10000, 36 months,12.42,B,60000,0,debt_consolidation,17.62,0,71.9
1300,12000, 36 months,6.03,A,74004,0,debt_consolidation,9.65,0,16.4
1301,13150, 36 months,6.03,A,72000,0,debt_consolidation,15.52,0,14.3
1302,1200, 36 months,13.49,C,60000,0,home_improvement,22.4,0,94.7
1303,5000, 36 months,13.49,C,19800,0,moving,11.94,0,87.7
1304,12000, 60 months,19.03,E,35004,1,debt_consolidation,12.14,0,98.3
1305,20000, 36 months,11.71,B,65000,0,credit_card,9.58,0,53.7
1306,4300, 36 months,12.69,B,48000,0,credit_card,4.13,1,28.5
1307,2200, 36 months,8.9,A,50000,1,home_improvement,21.65,0,65.7
1308,28000, 60 months,9.91,B,88000,0,small_business,14.33,0,8.4
1309,5300, 36 months,10.65,B,32000,0,debt_consolidation,7.13,0,41.2
1310,7500, 36 months,7.9,A,42500,0,major_purchase,4.26,0,0
1311,12600, 60 months,14.27,C,74000,0,debt_consolidation,4.41,0,28
1312,9250, 36 months,9.91,B,39000,0,major_purchase,10.09,0,73.1
1313,7000, 36 months,8.9,A,33000,0,debt_consolidation,17.89,0,77
1314,20000, 60 months,15.96,C,65000,0,debt_consolidation,24.92,0,87.7
1315,10275, 36 months,6.62,A,32400,1,debt_consolidation,27.78,0,34.6
1316,10000, 36 months,11.71,B,70000,0,debt_consolidation,19.82,0,88
1317,24250, 60 months,18.64,E,46200,0,debt_consolidation,21.32,0,90
1318,12000, 36 months,7.9,A,65000,0,debt_consolidation,4.8,0,71.1
1319,7400, 36 months,16.77,D,37000,0,debt_consolidation,19.91,0,63.2
1320,12000, 36 months,6.62,A,60000,0,credit_card,26.16,0,36.1
1321,10000, 36 months,6.03,A,60000,0,major_purchase,14.84,0,2.7
1322,13200, 60 months,12.69,B,45000,0,debt_consolidation,22.93,0,40.2
1323,20000, 36 months,16.77,D,68000,0,debt_consolidation,18.09,0,74.1
1324,20400, 60 months,11.71,B,94992,0,debt_consolidation,11.52,0,43.6
1325,7500, 36 months,7.51,A,55000,0,debt_consolidation,3.21,0,31.8
1326,23600, 60 months,21.67,F,73174.4,1,wedding,7.94,0,28.8
1327,13000, 60 months,11.71,B,90000,0,small_business,6.33,0,16.8
1328,3000, 36 months,8.9,A,12000,0,credit_card,6.8,0,30.5
1329,10000, 36 months,6.03,A,60000,0,moving,12.08,0,30.2
1330,12000, 36 months,12.42,B,54600,1,credit_card,14,0,94.5
1331,15000, 36 months,10.65,B,75000,1,credit_card,16.34,0,59.8
1332,24000, 60 months,12.69,B,115000,0,small_business,10.25,0,52.6
1333,25000, 60 months,14.27,C,60000,1,debt_consolidation,20.68,0,64.6
1334,3000, 36 months,12.42,B,81996,0,other,23.65,0,71.2
1335,7875, 60 months,17.27,D,38400,1,car,10.28,0,70.1
1336,10000, 36 months,11.71,B,39600,0,debt_consolidation,10.48,1,66.9
1337,5600, 36 months,7.51,A,43000,0,debt_consolidation,20.51,0,34.8
1338,12300, 36 months,7.51,A,45000,1,debt_consolidation,22.29,0,79.1
1339,6000, 36 months,10.65,B,65000,0,debt_consolidation,24.57,0,45.3
1340,14550, 36 months,11.71,B,45000,0,credit_card,15.6,0,93.1
1341,25600, 36 months,15.96,C,122000,0,debt_consolidation,18.01,0,74.3
1342,7000, 60 months,14.27,C,45996,1,other,12.18,0,67.1
1343,9000, 36 months,7.9,A,59000,0,debt_consolidation,12.26,0,91.3
1344,8000, 36 months,16.29,D,48000,0,debt_consolidation,15.53,0,94.9
1345,6500, 36 months,14.27,C,48500,0,debt_consolidation,11.36,0,62.31
1346,4000, 36 months,14.27,C,36000,0,debt_consolidation,1.37,0,48.1
1347,7000, 36 months,6.62,A,33000,0,debt_consolidation,9.27,0,59.7
1348,15000, 36 months,15.96,C,48000,0,credit_card,14.78,0,91.9
1349,9925, 36 months,6.62,A,24000,0,debt_consolidation,20.95,0,60.3
1350,15850, 60 months,17.27,D,28000,1,credit_card,15.9,0,65.3
1351,1325, 36 months,6.62,A,39456,0,other,26.22,0,43.8
1352,6000, 36 months,7.51,A,30000,0,credit_card,22.12,0,54.2
1353,15000, 36 months,15.96,C,135000,0,credit_card,6.86,0,24.9
1354,10000, 36 months,15.27,C,64000,0,debt_consolidation,3.64,1,69.1
1355,3000, 36 months,7.9,A,35004,0,debt_consolidation,15.7,0,14.6
1356,12000, 60 months,19.03,E,34000,1,debt_consolidation,13.41,0,49.4
1357,6325, 36 months,10.65,B,55000,0,debt_consolidation,3.77,0,21.6
1358,10000, 36 months,6.03,A,79992,0,debt_consolidation,12.21,0,17.4
1359,12000, 36 months,8.9,A,65000,0,wedding,10.28,0,45.1
1360,4000, 36 months,10.65,B,12000,0,other,8.9,0,45.3
1361,6500, 36 months,12.42,B,97296,0,debt_consolidation,11.66,0,49.8
1362,29700, 60 months,17.27,D,58500,1,small_business,11.49,0,15.8
1363,4000, 36 months,11.71,B,37620,0,debt_consolidation,22.07,0,25.4
1364,20000, 36 months,6.62,A,55000,0,small_business,5.04,0,19.9
1365,6500, 36 months,13.49,C,25000,0,other,21.89,0,0
1366,19750, 60 months,13.49,C,60000,1,credit_card,8.8,0,60.4
1367,9000, 36 months,12.69,B,80000,0,credit_card,18.38,0,86.8
1368,14400, 60 months,11.71,B,84000,0,car,10.5,0,41.6
1369,24250, 60 months,24.11,G,108000,0,credit_card,12.27,0,99
1370,15000, 60 months,13.49,C,30000,0,debt_consolidation,18.84,0,48.1
1371,10000, 36 months,13.49,C,75000,0,debt_consolidation,4.85,0,55.2
1372,12000, 36 months,12.69,B,80000,0,debt_consolidation,18.34,0,71.1
1373,5500, 36 months,12.69,B,20000,0,debt_consolidation,21.3,0,88.5
1374,4000, 36 months,12.42,B,36000,0,debt_consolidation,15.13,0,50
1375,8000, 36 months,7.51,A,51400,0,debt_consolidation,1.77,0,16
1376,25975, 60 months,18.64,E,46000,1,debt_consolidation,11.8,0,94.6
1377,25000, 60 months,17.58,D,76000,0,credit_card,18.85,0,60.1
1378,30000, 60 months,14.27,C,70000,0,debt_consolidation,17.98,0,68.1
1379,13000, 60 months,9.91,B,26004,0,other,1.8,0,21.4
1380,15200, 36 months,15.27,C,96000,1,other,22.19,0,90.5
1381,16000, 60 months,11.71,B,84855,0,home_improvement,6.56,0,12.4
1382,10000, 36 months,10.65,B,85000,0,debt_consolidation,12.16,0,66.9
1383,28100, 60 months,17.58,D,57200,0,debt_consolidation,23.1,0,74.7
1384,15000, 36 months,16.77,D,95000,0,debt_consolidation,7.29,0,84.6
1385,12000, 36 months,11.71,B,48000,0,debt_consolidation,8.85,0,81.8
1386,6000, 36 months,7.51,A,25000,0,credit_card,21.22,0,53.8
1387,30000, 60 months,19.91,E,90000,0,debt_consolidation,4.31,0,67.4
1388,8000, 36 months,6.03,A,86400,0,car,7.32,0,5.5
1389,5000, 36 months,14.27,C,78500,0,debt_consolidation,9.58,0,36.3
1390,22000, 36 months,7.9,A,80000,0,debt_consolidation,16.14,0,80.4
1391,21000, 60 months,12.42,B,85000,0,debt_consolidation,8.84,0,46.4
1392,5000, 36 months,7.51,A,55000,0,debt_consolidation,28.21,0,59.9
1393,6250, 36 months,12.69,B,25899,0,debt_consolidation,23.26,0,61
1394,28000, 36 months,7.9,A,120000,0,debt_consolidation,9.81,0,21.5
1395,6800, 36 months,10.65,B,57000,0,credit_card,18.63,0,87.2
1396,12000, 36 months,11.71,B,86496,0,debt_consolidation,14.19,0,85
1397,20000, 60 months,14.27,C,83000,0,debt_consolidation,10.08,0,81.8
1398,16800, 36 months,12.42,B,97000,0,debt_consolidation,15.75,0,82.1
1399,30000, 60 months,18.64,E,105000,0,credit_card,12.69,0,51.1
1400,9000, 36 months,10.65,B,52000,0,debt_consolidation,9.65,0,72.9
1401,5200, 36 months,9.91,B,36000,0,credit_card,22.67,0,87.8
1402,6000, 36 months,16.77,D,42000,0,debt_consolidation,6.83,0,93.8
1403,15600, 36 months,12.69,B,60000,0,credit_card,11.42,0,72
1404,18000, 60 months,13.49,C,52000,0,debt_consolidation,17.77,0,68.7
1405,11325, 36 months,9.91,B,29000,0,debt_consolidation,16.8,0,86.2
1406,14000, 36 months,14.65,C,53000,0,debt_consolidation,22.89,0,91.3
1407,13975, 36 months,8.9,A,42000,0,credit_card,17.06,0,59.3
1408,24000, 36 months,7.9,A,62004,0,debt_consolidation,10.92,0,82.7
1409,7000, 36 months,7.9,A,48000,0,debt_consolidation,15.38,0,56.1
1410,6000, 36 months,12.42,B,39996,0,other,18.84,0,33.4
1411,14000, 36 months,12.42,B,52000,0,debt_consolidation,13.82,0,78.6
1412,13800, 60 months,11.71,B,109000,0,small_business,4.44,0,55.2
1413,24000, 60 months,14.65,C,90000,1,debt_consolidation,17.15,0,56.3
1414,18000, 60 months,11.71,B,40000,0,major_purchase,2.1,0,12.5
1415,8000, 36 months,12.69,B,36000,1,debt_consolidation,11.13,0,82
1416,1000, 36 months,10.65,B,12000,0,moving,4,0,28.3
1417,5000, 36 months,6.62,A,30000,0,wedding,13.76,0,84.5
1418,8500, 60 months,17.58,D,75000,0,debt_consolidation,8.4,0,91
1419,10000, 36 months,16.77,D,45000,0,credit_card,8.43,0,95.9
1420,6000, 36 months,7.9,A,139200,0,car,20.09,0,43.4
1421,30000, 36 months,19.42,E,90000,0,debt_consolidation,7.95,0,75.1
1422,16000, 36 months,6.62,A,100000,0,debt_consolidation,9.77,0,37.6
1423,12000, 36 months,16.29,D,125000,1,credit_card,6.1,0,44.2
1424,5000, 36 months,9.91,B,31000,0,moving,19.01,0,43.4
1425,13000, 36 months,12.69,B,118000,1,credit_card,6.33,0,89.8
1426,11200, 36 months,10.65,B,83000,0,credit_card,10.15,0,55.7
1427,12000, 60 months,17.27,D,36048,0,debt_consolidation,20.51,0,19.5
1428,15000, 60 months,18.25,D,50004,1,debt_consolidation,21.41,0,47.7
1429,3200, 36 months,12.69,B,54000,0,debt_consolidation,4.71,0,49.2
1430,6000, 36 months,12.42,B,30000,1,debt_consolidation,8.92,0,63
1431,3100, 36 months,11.71,B,20000,0,credit_card,21.78,0,85.3
1432,5000, 36 months,9.91,B,25000,0,medical,23.18,0,31.5
1433,25000, 36 months,12.69,B,80000,0,debt_consolidation,9.33,0,73.1
1434,8800, 36 months,6.03,A,135000,0,home_improvement,8.85,0,11
1435,6000, 36 months,14.27,C,55000,0,debt_consolidation,24.55,0,80.5
1436,12000, 36 months,14.65,C,36888,0,small_business,15.45,0,51.6
1437,8000, 36 months,15.96,C,48500,0,debt_consolidation,23.51,0,87
1438,10000, 36 months,11.71,B,32000,0,debt_consolidation,17.63,0,96.4
1439,19075, 60 months,17.58,D,41500,1,debt_consolidation,23.91,0,70.7
1440,3000, 36 months,8.9,A,61160,1,moving,8.24,1,0.8
1441,5000, 36 months,14.27,C,60000,0,debt_consolidation,17,0,64.9
1442,10625, 36 months,12.42,B,30000,0,credit_card,23.36,0,91.1
1443,12000, 36 months,11.71,B,50000,0,debt_consolidation,18.31,0,64.6
1444,9750, 36 months,16.77,D,24300,0,debt_consolidation,12.74,0,63.5
1445,12000, 36 months,17.27,D,50000,0,other,18.77,0,80
1446,21600, 36 months,19.03,E,120000,0,debt_consolidation,9.71,0,81.3
1447,6000, 36 months,8.9,A,26400,0,home_improvement,8.91,0,62.5
1448,25450, 60 months,21.28,F,82000,0,major_purchase,20.9,0,77.5
1449,3575, 36 months,7.51,A,45000,0,debt_consolidation,14.59,0,9.7
1450,12000, 36 months,12.42,B,55000,0,credit_card,14.18,0,78.8
1451,3000, 36 months,11.71,B,30000,0,credit_card,10.68,0,16.6
1452,7000, 36 months,8.9,A,45000,1,other,6.13,0,27.7
1453,21000, 36 months,11.71,B,60000,0,home_improvement,3,0,62.8
1454,12000, 60 months,14.27,C,68000,1,debt_consolidation,9.35,0,67.6
1455,6075, 36 months,6.03,A,79200,0,debt_consolidation,10.17,0,35.8
1456,5000, 36 months,11.71,B,43000,0,other,13.48,0,50.1
1457,10400, 36 months,15.27,C,38004,1,debt_consolidation,19.58,0,63.2
1458,8000, 36 months,15.96,C,42000,0,debt_consolidation,12.34,0,98.8
1459,11000, 36 months,12.42,B,85000,0,credit_card,18.17,0,87.7
1460,12000, 36 months,14.27,C,75000,0,credit_card,24.56,0,93.5
1461,12000, 36 months,6.62,A,90000,0,debt_consolidation,12.09,0,33.1
1462,11100, 60 months,15.96,C,50000,0,debt_consolidation,24.12,0,73.7
1463,20000, 36 months,18.64,E,61000,0,debt_consolidation,12.28,0,70.3
1464,3000, 36 months,10.65,B,40000,1,debt_consolidation,8.58,0,73.8
1465,15075, 36 months,15.27,C,37000,1,debt_consolidation,20.5,0,72.2
1466,15000, 36 months,17.27,D,90000,0,credit_card,5.84,0,66.5
1467,24000, 36 months,17.58,D,80500,0,credit_card,14.33,0,73.2
1468,8500, 36 months,10.65,B,50000,0,debt_consolidation,16.32,0,34.4
1469,28000, 60 months,18.64,E,120000,1,debt_consolidation,10.18,0,92.7
1470,23000, 60 months,18.64,E,62000,0,debt_consolidation,21.17,0,72.3
1471,5500, 36 months,9.91,B,59000,0,debt_consolidation,8.75,0,17.5
1472,15000, 36 months,22.35,F,67000,1,debt_consolidation,17.57,0,99.8
1473,8875, 36 months,14.65,C,33000,0,wedding,21.16,0,41.8
1474,8000, 36 months,9.91,B,30000,1,moving,3.88,0,18.2
1475,4500, 36 months,14.27,C,55000,1,debt_consolidation,18.92,0,66.8
1476,10000, 36 months,13.49,C,25000,0,credit_card,10.32,0,51
1477,18650, 36 months,7.9,A,50000,0,credit_card,21.62,0,55.9
1478,23700, 60 months,17.58,D,105842,0,credit_card,13.17,0,92.6
1479,6400, 36 months,7.51,A,76800,0,major_purchase,9.58,0,38.1
1480,7000, 60 months,18.64,E,33000,0,other,8.8,0,27.8
1481,3500, 36 months,14.27,C,34000,0,debt_consolidation,20.19,0,70.2
1482,10200, 36 months,7.9,A,65000,0,other,16.98,0,38.4
1483,12000, 36 months,12.42,B,69600,1,wedding,19.09,0,69.2
1484,9000, 36 months,11.71,B,35000,1,debt_consolidation,6.38,0,91
1485,4000, 36 months,12.69,B,43000,0,debt_consolidation,17.11,0,52.5
1486,20000, 60 months,17.58,D,120000,0,credit_card,11.05,0,74.7
1487,5000, 36 months,9.91,B,55000,0,other,6.98,0,93.8
1488,20000, 60 months,13.49,C,40000,1,debt_consolidation,23.31,0,80.8
1489,7200, 36 months,6.62,A,71000,0,other,11.46,0,51
1490,5500, 36 months,7.51,A,63000,0,other,5.56,0,20.1
1491,3000, 36 months,10.65,B,30000,0,major_purchase,17.96,0,35
1492,9000, 36 months,16.77,D,40000,0,credit_card,16.74,0,67.4
